id,name,link,art,description
2472,Scriptor Magicae,https://modrinth.com/mod/scriptor-magicae,https://cdn.modrinth.com/data/JyJgaOrk/3a9ec52fed8b31cc200713ef6fbde64cd3e8a013_96.webp,Discover and write custom spells. Knowledge is power!
2473,Snuffles,https://modrinth.com/mod/snuffles,https://cdn.modrinth.com/data/NYGhKUS6/7cdee2cfabf41496a24a43f48c1532eff0ad00c1_96.webp,"Adds Snuffles, a new mob to snowy biomes!"
2474,Dye Depot,https://modrinth.com/mod/dye-depot,https://cdn.modrinth.com/data/dl88rsIq/44f980fa1d7cd32614555f54c3a68273b31b2639_96.webp,Enhances your Minecraft experience with 16 vibrant new dyes and various other tweaks
2475,Barrels 2012,https://modrinth.com/mod/barrels-2012,https://cdn.modrinth.com/data/hnvFIZaX/378e1388d40799f6a5b5ba57108b8e9412d96963_96.webp,"Barrels 2012 makes things from TerraFirmaCraft wearable on the player's back, similar to how it was in the Classic mod (ie, in 2012)"
2476,Feur Extension Fossil,https://modrinth.com/mod/feur-extension-fossil,https://cdn.modrinth.com/data/yGr5XHdT/e982a697e3686930a9162ad88e83466f6d0e5578_96.webp,New structures of old fossil occupy your world but also monster camps !
2477,Dungeons Content,https://modrinth.com/mod/dungeons-content,https://cdn.modrinth.com/data/R0ToJjk1/066f99f7462826fa07faf0a275361e888c66f3f5_96.webp,Dungeons Content is a mod thats port the content from Minecraft Dungeons to Java Edition
2478,Nature's Aura,https://modrinth.com/mod/natures-aura,https://cdn.modrinth.com/data/4cJkN3aF/d2edf7ab7b8048f3a92df7a4963dc2ce3e3ad803.png,"Collecting, using and replenishing the Aura naturally present in the world to create useful devices and unique mechanics"
2479,SoniCraft,https://modrinth.com/mod/sonicraft,https://cdn.modrinth.com/data/SpdllB1s/7eeab24bf2e6fd6a16d88b3d9233774ab171f8b9_96.webp,A Sonic the Hedgehog mod for Minecraft Java Edition!
2480,Shimmer,https://modrinth.com/mod/shimmer!,https://cdn.modrinth.com/data/uBKACKpl/76a9c18b2704f46472de840edb88c72a9489c25b_96.webp,"A mod add bloom effect and colored light

both json configuration and modding api"
2481,The Null,https://modrinth.com/mod/the-null,https://cdn.modrinth.com/data/g3qMftO7/72ad677a2ca071e5bbea983b6500da30761817d0_96.webp,The Null is an mod im working experimental wise... horror elements and stuff like that
2482,Bok's Banging Butterflies,https://modrinth.com/mod/boks-butterflies,https://cdn.modrinth.com/data/hUw80ZZs/caf19971bfb7d5a4bbbae9b4ab7c834491d15188_96.webp,"This mod adds butterflies with a full life cycle to the world of Minecraft. Butterflies can be caught or released using a butterfly net. Once caught, they can be bottled and placed in the world as decorative objects."
2483,Bovines and Buttercups (Mooblooms),https://modrinth.com/mod/bovines-and-buttercups,https://cdn.modrinth.com/data/BDg6nMn3/c6816e54285e13b2f46424b7d4d60711505b43e9.png,A reimagining of Mojang's Moobloom mob.
2484,Compressed Creativity,https://modrinth.com/mod/compressedcreativity,https://cdn.modrinth.com/data/Mt3rcQKj/ef871f9083feb35e2a6e24f9659113c65018de32_96.webp,Bridging Create and PneumaticCraft: Repressurized together
2485,Mana and Artifice,https://modrinth.com/mod/mana-and-artifice,https://cdn.modrinth.com/data/zaRGNexp/035ba5c471850838ead4165e608eaa3c8cc23cbf_96.webp,A splash of magic returns to Minecraft!
2486,Jaden's Nether Expansion Delight,https://modrinth.com/mod/jadens-nether-expansion-delight,https://cdn.modrinth.com/data/pYHupcoN/40fc43edfd1d271d90c0b4090c1d1ca40eea135b_96.webp,"Adds 30+ foods, linking Jaden's Nether Expansion and Farmer's Delight in a Vanilla style."
2487,ChatShot,https://modrinth.com/mod/chatshot,https://cdn.modrinth.com/data/X2Zy7Oi6/b99dd57fa0d12d65711bc0550936bd755fc1eeb7_96.webp,Copy chat messages as text or a nice transparent image with one click.
2488,Antique Trading Ship,https://modrinth.com/mod/antique-trading-ship,https://cdn.modrinth.com/data/luvBs7J4/14a906ea93c4f80c44f738d6742942a05d8ac5d6_96.webp,Adds ab antique villager trading ship to all ocean biomes
2489,Statues,https://modrinth.com/mod/statues,https://cdn.modrinth.com/data/hsCeX7k7/icon.png,A little decorative and functional mod
2490,Lookin' sharp,https://modrinth.com/mod/lookin-sharp,https://cdn.modrinth.com/data/RLMXoOXH/be095becba3324790e187cde0e105c400ce9495a.png,A combat mod which expands the vanilla melee weapon options!
2491,Pumpkillager's Quest,https://modrinth.com/mod/pumpkillagers-quest,https://cdn.modrinth.com/data/KhJx1K92/884be864e883e8cf6e4de155c81569232ab57920_96.webp,"🎃 SpookyJam 2022: Help out the Pumpkillager! With custom encounters, rewards and a boss fight you'll get immersed in the story. Spawn him by breaking a pumpkin in this spooky scary Halloween style mod!"
2492,Better Fletching Tables (BFT),https://modrinth.com/datapack/bft,https://cdn.modrinth.com/data/XTJUiumo/4c0f0fe4e1deb7416bf53bc9b51ea59e541d9a4e.png,This datapack/mod gives an actual use to the fletching table other than trading with villagers.
2493,Multiplayer Server Pause,https://modrinth.com/mod/multiplayer-server-pause,https://cdn.modrinth.com/data/RPXnAvtA/78673dd21f20c8301bff0471eb66588bfbaac7ff_96.webp,Pauses servers when all connected clients are paused.
2494,Sword Blocking Mechanics,https://modrinth.com/mod/sword-blocking-mechanics,https://cdn.modrinth.com/data/4v5Na7b9/51830e65a13d8320bba90e2d5057ca9d36d80247_96.webp,"Sword blocking is back! Exactly like it used to be, or different? Your choice!"
2495,[TACZ] Create: Precise Manufacturing,https://modrinth.com/mod/precise-manufacturing,https://cdn.modrinth.com/data/xs8lcts0/9427bddcb2a5ac99c457d62410c6f18723ec98f6_96.webp,A Create Mod Addon that aims to incorporate automatable recipes using TaC Zero's mod items.
2496,CB Multipart,https://modrinth.com/mod/cb-multipart,https://cdn.modrinth.com/data/LmvnWWSV/bd9432524341db1b71b3d0a64d92383ba90d2725_96.webp,An opensource library for having multiple things in one block space.
2497,[DISCONTINUED] Macaw's Fences - Oh The Biomes You'll Go,https://modrinth.com/mod/macaws-fences-oh-the-biomes-youll-go,https://cdn.modrinth.com/data/YwnqoRu0/397b4ad7a2663ef0a1ecaad4bad68bbbddb52f47_96.webp,Add wood variants from Oh The Biomes You'll Go to Macaw's Fences.
2498,Limited Damage Indicator Particle,https://modrinth.com/mod/limited-damage-indicator-particle,https://cdn.modrinth.com/data/TuSTyEIp/116f64ab75ed439c5d54c6c71ab75472e9d18f3d_96.webp,A lightweight mod that controls the number of damage indicator particles rendered.
2499,#CarrasconLib,https://modrinth.com/mod/carrasconlib,https://cdn.modrinth.com/data/QpsOhpBa/7a6af010bb3c3f6b56c3466ed72db31104025632_96.webp,A library for ECarrascon Mods
2500,Cyclic,https://modrinth.com/mod/cyclic,,"cyclic adds many useful items, blocks, cables, enchantments, potions"
2501,Countered's Settlement Roads,https://modrinth.com/mod/countereds-settlement-roads,https://cdn.modrinth.com/data/rrAGfOzL/99be51119449e467700b557358a518848f4a12a3_96.webp,A mod that generates roads between villages
2502,Refined Cooking,https://modrinth.com/mod/refined-cooking,https://cdn.modrinth.com/data/AOuwe9He/f0fd8cca60d332c91030c5e1aadfe511191fd495_96.webp,A mod that allows Refined Storage and Cooking for Blockheads to work together!
2503,Stronger Skill Tree for pufferfish's skills,https://modrinth.com/datapack/stronger-skill-tree-for-pufferfishs-skills,https://cdn.modrinth.com/data/KsIs7qhw/591eeca387f45998693ce2788a9f54a9339ed75a_96.webp,A skill tree mod with the opportunity to choose your own path and become very strong
2504,Awesome Dungeon Ocean,https://modrinth.com/mod/awesome-dungeon-edition-ocean,https://cdn.modrinth.com/data/hn56Bq5n/0b21eff420e6c04c3820efebd77ab9bf2ee82d76_96.webp,"This mod adds dungeons to your ocean, like boat, ruin.."
2505,alexs caves Delight ( Farmer's Delight & alexs caves Add-on),https://modrinth.com/mod/alexs-caves-delight-(-farmers-delight-alexs-caves-add-on),https://cdn.modrinth.com/data/xAxyIEYU/91411ca42b5f2a087bd33e977f2d409a19af8c22.png,"a simple addition to ""Farmer's Delight"" and ""alexs caves"", adding some food"
2506,Vanilla Cookbook,https://modrinth.com/mod/vanillacookbook,https://cdn.modrinth.com/data/YWn7nNrm/icon.png,Adds food in a vanilla friendly way.
2507,ReBlured,https://modrinth.com/mod/reblured,https://cdn.modrinth.com/data/s4G3ZCcv/65fc4b1045e7b6d6158bd3ca5d058d62f5ceaef5_96.webp,Adds a blur effect to all GUI backgrounds
2508,Aquatic Frontiers,https://modrinth.com/mod/aquatic-frontiers,https://cdn.modrinth.com/data/KEPYwmsN/593876093de52f6a5124e035ef5d16f494a3e145_96.webp,The Ultimate Aquatic MOD
2509,Mowzie's Cataclysm,https://modrinth.com/mod/mowzies-cataclysm,https://cdn.modrinth.com/data/7UsJsd1y/44117b894f31b952bae0217354de6f641db99ce6_96.webp,Mowzie's Cataclysm adds features between Mowzie's Mobs and Cataclysm to fill in gaps
2510,FishingOverhaul,https://modrinth.com/mod/fishingoverhaul,https://cdn.modrinth.com/data/mO6KzcvH/cc7db744f4ac96549cf136e59a8546b15251a48a_96.webp,Adds a little minigame to fishing. Catch the fish inside of the green section to get the loot!
2511,CreateBetterFps,https://modrinth.com/mod/createbetterfps,https://cdn.modrinth.com/data/lMYIHZNH/4f72dc6090f7cc20ebe314103151f86101bf4691_96.webp,"Improve your Create FPS when shaderpack is on, up to 50%"
2512,Bossominium,https://modrinth.com/mod/bossominium,https://cdn.modrinth.com/data/QYXaSFOk/c13c79bbdfc40e35a4865bf590582f2b0b4d51bd_96.webp,A mod that adds multiple new bosses that bring a challenge
2513,CravenCraft's Bloody Bits,https://modrinth.com/mod/cravencrafts-bloody-bits,https://cdn.modrinth.com/data/4xxMfxFO/9d82013a483db2c0fb9054cea06b8e48576d77ee.png,A mod to bring semi-realistic blood spatters to Minecraft
2514,Adaptive Performance Tweaks: Gamerules,https://modrinth.com/mod/adaptive-performance-tweaks-gamerules,https://cdn.modrinth.com/data/Rd89yO7d/4dccce1b3b1cf2fe54d5c595a52dd86aa4ef4b98_96.webp,"Automatically adjust the random tick speed, entity cramming, raids, patrol, trader and insomnia based on the current server load."
2515,ValkyrieLib,https://modrinth.com/mod/valkyrielib,https://cdn.modrinth.com/data/58d5Rm2F/icon.png,Library mod for all of ValkyrieofNights and TeamKrypticLinks mods.
2516,Insane TNT,https://modrinth.com/mod/insane-tnt,https://cdn.modrinth.com/data/H0UVFkpe/6a545017af6ff8ea19ec29204e87fcaf1def2e16_96.webp,"Adds lots of new TNT types, from huge explosions to showers of fire and Big Chunguses"
2517,AE2 Import Export Card,https://modrinth.com/mod/ae2-import-export-card,https://cdn.modrinth.com/data/qelfSMnn/1aeafcad20bb1dd4f70d48d85dc80ba64f9b7a31.png,Adds an Import & Export Card for Applied Energistics 2
2518,Gods and Heroes (Palladium),https://modrinth.com/mod/gods-and-heroes-palladium,https://cdn.modrinth.com/data/HzcBKN2C/96f52d1f7eb23930ed49ccfc418bb8fde2a8057d_96.webp,"Choose to become a hero, a legend, a god.
Powers: Speedster (Flash), Kryptonian (Superman), Jumper (Teleporter)"
2519,Trials Chambers [1.20.1 Backport],https://modrinth.com/mod/trials-chambers-backport,https://cdn.modrinth.com/data/s5Igmyc6/3ed50eb58eca43753cb5b7fb75076cb9fd7bcb74_96.webp,Blocks & Items backported from 1.21 to Forge 1.20.1 to make Trials Chambers reimagined by me.
2520,Terralith ReStoned,https://modrinth.com/datapack/terralith-restoned,https://cdn.modrinth.com/data/oTQsXi8U/b14de148c7bbdf1654aba83052554b2e6e97a990.png,"An UNOFFICIAL add-on to Terralith that re-adds normal Andesite, Diorite, and Granite blobs underground"
2521,FastQuit-Forge,https://modrinth.com/mod/fastquit-forge,https://cdn.modrinth.com/data/itFaO2Tg/684b816b8a4af48022115bf040ecdfd04ba5133f_96.webp,"This mod allows you to instantly return to the title screen after clicking ""Save and Quit to Title."""
2522,Mining Master,https://modrinth.com/mod/mining-master,https://cdn.modrinth.com/data/Xu8V0UlK/icon.png,Adds 10 new Enchanting Ores to the world to spice up mining!
2523,Luminous Tag,https://modrinth.com/mod/luminous-tag,https://cdn.modrinth.com/data/uX4Rl6YL/757e76a81e8938e28599f34aa9328711f1a2559d_96.webp,Adds the DECORATIVE TAG - an item utilized by LUMINOUS and LUMINOUS:NETHER
2524,Faster Crouching,https://modrinth.com/mod/faster-crouching,https://cdn.modrinth.com/data/lgEczyrc/af7c156863afa5a849a5d46d943cde0446b13ece_96.webp,🏃 Set the crouch/sneak speed of players to be the same as when walking and sprinting.
2525,WMITAF,https://modrinth.com/mod/wmitaf,https://cdn.modrinth.com/data/mk6pNnsq/3779bff708eed281edab253f1a46b74785ff86c2_96.webp,What Mod Is This Actually From? Shows what mod adds the enchantment on enchanted books and what mod adds the status effect of potions.
2526,AE2 QoL Recipes,https://modrinth.com/mod/ae2-qol-recipes,https://cdn.modrinth.com/data/K7VSm2YY/d067515b7a6b225452b30303a8b6da5484f281af.png,QoL Recipes for Applied Energistics 2
2527,Glassential Renewed (Fabric/NeoForge),https://modrinth.com/mod/glassential-renewed,https://cdn.modrinth.com/data/kc9FSsYx/2ab405032a207c637688c87519fa0472edbff360_96.webp,Various types of glass to aid in your building. Updated to new MC.
2528,DisguiseHeads,https://modrinth.com/mod/disguiseheads,https://cdn.modrinth.com/data/u4pgScAU/a45ed460ccbfee9c3668fc1c86b1af00ee745962_96.webp,Swap skins when wearing a player head
2529,oSzoukaua's: Lucky Blocks,https://modrinth.com/datapack/oszoukauas-lb,https://cdn.modrinth.com/data/WARrSvE8/fadb65b809290ab4a42a9207ef6723d947d203f5_96.webp,"oSzoukaua's: Lucky blocks

This is a datapack created by me, oSzoukaua, based on the original mod by the name ""Lucky Blocks"" 

This Datapack adds craftable Lucky blocks with varying Luck levels, and a lot of possible different ""Events"""
2530,Fast Config API,https://modrinth.com/mod/fastconfigapi,https://cdn.modrinth.com/data/jhHNjn7K/7686d50ff8cf89c1501be3125ac2f8828503b9b3_96.webp,This API makes creating Configs easy and fast
2531,Summoning Rituals,https://modrinth.com/mod/summoningrituals,https://cdn.modrinth.com/data/19smZ71v/06176e61d70a629ee351da567eb6fb33ddb83565_96.webp,Create custom summoning rituals for items and mobs.
2532,TNT Breaks Bedrock,https://modrinth.com/mod/tnt-breaks-bedrock,https://cdn.modrinth.com/data/eU2O6Xp1/772608f28e00bcff668e84d23b98dfdaced8c7ca_96.webp,"🧨 Allows TNT to break bedrock, easy access to the nether roof!"
2533,Saplanting,https://modrinth.com/mod/saplanting,https://cdn.modrinth.com/data/Vo4uFiz0/icon.png,"Auto-plant all kinds of sapling-item drops, support 2x2 trees."
2534,The Farlanders,https://modrinth.com/mod/the-farlanders,https://cdn.modrinth.com/data/IaHp8Kxy/74ec55871ffeeeaa651502665b6dbc6e8a044831_96.webp,"This mod adds more Ender creatures to the game allowing the player to have more choices to trade, tame and enemies to battle."
2535,Spice of Life: Apple Pie Edition,https://modrinth.com/mod/spice-of-life-apple-pie-edition,https://cdn.modrinth.com/data/u1aDdOsQ/6974ef9aa27c23ddfab557c6b59e15ac8aec51a5.png,Rewards players for cooking large and diverse meals.
2536,Create: Train Utilities,https://modrinth.com/mod/create-trainutilities,https://cdn.modrinth.com/data/kVIxLqso/2477fac7aa8457ade842fb98a7712d14732f10e9_96.webp,"Create Addon that adds custom sliding doors with realistic opening & closing sounds, platform blocks and building blocks for stations and trains."
2537,Tinted Campfires,https://modrinth.com/mod/tinted-campfires,https://cdn.modrinth.com/data/M7fxJvf2/01ed6ea2de0a48713e09c4a1fccc09e3fcf0c9d5_96.webp,Nice campfires of different colors!
2538,Integrated Dynamics,https://modrinth.com/mod/integrated-dynamics,https://cdn.modrinth.com/data/yYzdQHJI/icon.png,A mod to take full and automated control of your appliances
2539,ShineaL's Prehistoric Expansion,https://modrinth.com/mod/shineals-prehistoric-expansion,https://cdn.modrinth.com/data/j9t6FnvT/0534810dd14b15d6c42a235c83d0bd6c36f23cf1_96.webp,Mythology And Prehistoric Creatures Reclaim The Overworld
2540,Create Unlimited,https://modrinth.com/mod/create-unlimited,https://cdn.modrinth.com/data/jyG2CDff/4f667ac09aa53886964e767b3c09c6d15bb16d0c_96.webp,[Create Addon] Remove all the limits!
2541,Random Sheep Colours,https://modrinth.com/mod/random-sheep-colours,https://cdn.modrinth.com/data/SvQDJzPJ/7e28570e4586eb27f9ef7c298d50d35ec16d6b25_96.webp,🎲 Gives new sheep spawns a random wool/fleece color based on a configurable list.
2542,CERBON's Better Totem of Undying,https://modrinth.com/mod/better-totem-of-undying,https://cdn.modrinth.com/data/qRwFcI3W/bc30080c00902d1655eb03399b0a5f4e4006c66f_96.webp,Improves Minecraft Totem of Undying by adding new features to it. Compatible with Curios/Trinkets API.
2543,Set World Spawn Point,https://modrinth.com/mod/set-world-spawn-point,https://cdn.modrinth.com/data/EL8fq1gi/fe135fdbe4fce5cf7d526a4f5485992e69d716e5_96.webp,🌎 Allows setting an exact custom spawn point for (newly) created worlds and spawn tweaks.
2544,Muffin's Thai's Delight,https://modrinth.com/mod/muffins-thais-delight,https://cdn.modrinth.com/data/ckesjTu7/57fa71d95db067900e76ed2e62a5cd72f6e7b19c.png,"Cooking expansion focus on Thai's Food.
An addon mod for Farmer's Delight."
2545,Default Server Properties,https://modrinth.com/mod/default-server-properties,https://cdn.modrinth.com/data/Fnrzx9Jl/9599d48f7571f4f34af2cb7ed6e3e08ceda9a471_96.webp,Allows modpack developers to define default server properties. Typically used for things like a default level type
2546,[DISCONTINUED] Macaw's Roofs - Oh The Biomes You'll Go,https://modrinth.com/mod/macaws-roofs-oh-the-biomes-youll-go,https://cdn.modrinth.com/data/smN4zlYE/9e394183ce8382b81f6973af2f4259cde3a54418_96.webp,Add wood variants from Oh The Biomes You'll Go to Macaw's Roofs.
